city,lat_long,lat,lon,weather_json,temp,humidity,cloudiness,wind speed
plettenberg bay,"(-36.783641005298826, 23.873051468064972)",-36.783641005298826,23.873051468064972,"{'coord': {'lon': 23.87, 'lat': -36.78}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 64.23, 'pressure': 1029.99, 'humidity': 100, 'temp_min': 64.23, 'temp_max': 64.23, 'sea_level': 1030.03, 'grnd_level': 1029.99}, 'wind': {'speed': 30.56, 'deg': 264.004}, 'clouds': {'all': 92}, 'dt': 1529434664, 'sys': {'message': 0.0036, 'sunrise': 1529386609, 'sunset': 1529421314}, 'id': 0, 'name': '', 'cod': 200}",64.23,100,92,30.56
bonthe,"(0.9719623213931783, -19.81597751234432)",0.9719623213931783,-19.81597751234432,"{'coord': {'lon': -19.82, 'lat': 0.97}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 79.17, 'pressure': 1028.21, 'humidity': 100, 'temp_min': 79.17, 'temp_max': 79.17, 'sea_level': 1028.21, 'grnd_level': 1028.21}, 'wind': {'speed': 10.98, 'deg': 162.004}, 'clouds': {'all': 12}, 'dt': 1529434664, 'sys': {'message': 0.0149, 'sunrise': 1529392527, 'sunset': 1529436371}, 'id': 0, 'name': '', 'cod': 200}",79.17,100,12,10.98
rocha,"(-36.22616995734163, -52.943524894788666)",-36.22616995734163,-52.943524894788666,"{'coord': {'lon': -52.94, 'lat': -36.23}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 58.47, 'pressure': 1031.45, 'humidity': 100, 'temp_min': 58.47, 'temp_max': 58.47, 'sea_level': 1031.49, 'grnd_level': 1031.45}, 'wind': {'speed': 20.04, 'deg': 311.004}, 'clouds': {'all': 0}, 'dt': 1529434665, 'sys': {'message': 0.0041, 'sunrise': 1529404955, 'sunset': 1529439841}, 'id': 0, 'name': '', 'cod': 200}",58.47,100,0,20.04
castelo do piaui,"(-5.150570100108325, -41.58124185945138)",-5.150570100108325,-41.58124185945138,"{'coord': {'lon': -41.58, 'lat': -5.15}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 81.69, 'pressure': 987.19, 'humidity': 70, 'temp_min': 81.69, 'temp_max': 81.69, 'sea_level': 1026.99, 'grnd_level': 987.19}, 'wind': {'speed': 9.75, 'deg': 80.0035}, 'clouds': {'all': 0}, 'dt': 1529434666, 'sys': {'message': 0.0039, 'country': 'BR', 'sunrise': 1529398387, 'sunset': 1529440957}, 'id': 3402548, 'name': 'Castelo do Piaui', 'cod': 200}",81.69,70,0,9.75
sur,"(19.198737767696528, 60.50898538970446)",19.198737767696528,60.50898538970446,"{'coord': {'lon': 60.51, 'lat': 19.2}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 81.42, 'pressure': 1017.83, 'humidity': 95, 'temp_min': 81.42, 'temp_max': 81.42, 'sea_level': 1017.83, 'grnd_level': 1017.83}, 'wind': {'speed': 22.84, 'deg': 225.004}, 'clouds': {'all': 0}, 'dt': 1529434667, 'sys': {'message': 0.0033, 'sunrise': 1529371247, 'sunset': 1529419087}, 'id': 0, 'name': '', 'cod': 200}",81.42,95,0,22.84
sataua,"(-8.434635288039047, -173.23331653346702)",-8.434635288039047,-173.23331653346702,"{'coord': {'lon': -173.23, 'lat': -8.43}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 80.07, 'pressure': 1026.02, 'humidity': 100, 'temp_min': 80.07, 'temp_max': 80.07, 'sea_level': 1026.02, 'grnd_level': 1026.02}, 'wind': {'speed': 7.4, 'deg': 72.0035}, 'rain': {'3h': 2.1625}, 'clouds': {'all': 56}, 'dt': 1529434668, 'sys': {'message': 0.003, 'country': 'TK', 'sunrise': 1529430333, 'sunset': 1529472213}, 'id': 7522183, 'name': 'Atafu Village', 'cod': 200}",80.07,100,56,7.4
buqayq,"(25.4105882619468, 49.6191600329027)",25.4105882619468,49.6191600329027,"{'coord': {'lon': 49.62, 'lat': 25.41}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 95, 'pressure': 1003, 'humidity': 13, 'temp_min': 95, 'temp_max': 95}, 'visibility': 8000, 'wind': {'speed': 5.82, 'deg': 330}, 'clouds': {'all': 0}, 'dt': 1529431200, 'sys': {'type': 1, 'id': 6976, 'message': 0.0033, 'country': 'SA', 'sunrise': 1529373079, 'sunset': 1529422483}, 'id': 109915, 'name': 'Al Battaliyah', 'cod': 200}",95.0,13,0,5.82
hamilton,"(32.61815245109385, -65.7220780344389)",32.61815245109385,-65.7220780344389,"{'coord': {'lon': -65.72, 'lat': 32.62}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 76.74, 'pressure': 1029.83, 'humidity': 100, 'temp_min': 76.74, 'temp_max': 76.74, 'sea_level': 1029.83, 'grnd_level': 1029.83}, 'wind': {'speed': 10.65, 'deg': 234.504}, 'clouds': {'all': 44}, 'dt': 1529434669, 'sys': {'message': 0.0042, 'country': 'BM', 'sunrise': 1529399728, 'sunset': 1529451206}, 'id': 3573198, 'name': 'Hamilton', 'cod': 200}",76.74,100,44,10.65
kodiak,"(47.38365871262749, -159.57957915119306)",47.38365871262749,-159.57957915119306,"{'coord': {'lon': -159.58, 'lat': 47.38}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 45.69, 'pressure': 1029.58, 'humidity': 100, 'temp_min': 45.69, 'temp_max': 45.69, 'sea_level': 1029.58, 'grnd_level': 1029.58}, 'wind': {'speed': 13.22, 'deg': 298.504}, 'clouds': {'all': 80}, 'dt': 1529434670, 'sys': {'message': 0.0037, 'sunrise': 1529419281, 'sunset': 1529476713}, 'id': 0, 'name': '', 'cod': 200}",45.69,100,80,13.22
cape town,"(-38.24677559022764, 10.661002576385073)",-38.24677559022764,10.661002576385073,"{'coord': {'lon': 10.66, 'lat': -38.25}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 57.12, 'pressure': 1025.94, 'humidity': 100, 'temp_min': 57.12, 'temp_max': 57.12, 'sea_level': 1025.9, 'grnd_level': 1025.94}, 'wind': {'speed': 27.09, 'deg': 297.004}, 'rain': {'3h': 0.16}, 'clouds': {'all': 76}, 'dt': 1529434671, 'sys': {'message': 0.0044, 'sunrise': 1529390030, 'sunset': 1529424234}, 'id': 0, 'name': '', 'cod': 200}",57.12,100,76,27.09
mehamn,"(73.94916002447621, 27.61249229048397)",73.94916002447621,27.61249229048397,"{'coord': {'lon': 27.61, 'lat': 73.95}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 44.07, 'pressure': 1008.42, 'humidity': 92, 'temp_min': 44.07, 'temp_max': 44.07, 'sea_level': 1008.43, 'grnd_level': 1008.42}, 'wind': {'speed': 17.36, 'deg': 187.004}, 'clouds': {'all': 88}, 'dt': 1529434672, 'sys': {'message': 0.0033, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",44.07,92,88,17.36
emba,"(49.265077876704, 58.10474331264072)",49.265077876704,58.10474331264072,"{'coord': {'lon': 58.1, 'lat': 49.27}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 64.14, 'pressure': 984.59, 'humidity': 45, 'temp_min': 64.14, 'temp_max': 64.14, 'sea_level': 1022.77, 'grnd_level': 984.59}, 'wind': {'speed': 6.73, 'deg': 323.004}, 'clouds': {'all': 0}, 'dt': 1529434673, 'sys': {'message': 0.0032, 'country': 'KZ', 'sunrise': 1529366500, 'sunset': 1529424992}, 'id': 609924, 'name': 'Embi', 'cod': 200}",64.14,45,0,6.73
skjervoy,"(71.2623602554408, 21.003063239384545)",71.2623602554408,21.003063239384545,"{'coord': {'lon': 21, 'lat': 71.26}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 45.6, 'pressure': 1007.69, 'humidity': 96, 'temp_min': 45.6, 'temp_max': 45.6, 'sea_level': 1007.62, 'grnd_level': 1007.69}, 'wind': {'speed': 3.83, 'deg': 62.5035}, 'clouds': {'all': 24}, 'dt': 1529434673, 'sys': {'message': 0.0034, 'country': 'NO', 'sunrise': 0, 'sunset': 0}, 'id': 7626406, 'name': 'Breivikbotn', 'cod': 200}",45.6,96,24,3.83
grindavik,"(62.3282831619305, -24.319453922863858)",62.3282831619305,-24.319453922863858,"{'coord': {'lon': -24.32, 'lat': 62.33}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 45.51, 'pressure': 1021.32, 'humidity': 100, 'temp_min': 45.51, 'temp_max': 45.51, 'sea_level': 1021.36, 'grnd_level': 1021.32}, 'wind': {'speed': 9.75, 'deg': 317.004}, 'clouds': {'all': 20}, 'dt': 1529434674, 'sys': {'message': 0.0031, 'sunrise': 1529379674, 'sunset': 1529451391}, 'id': 0, 'name': '', 'cod': 200}",45.51,100,20,9.75
nampa,"(43.174127813963, -116.90947011706271)",43.174127813963,-116.90947011706271,"{'coord': {'lon': -116.91, 'lat': 43.17}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 70.54, 'pressure': 1019, 'humidity': 53, 'temp_min': 69.8, 'temp_max': 71.6}, 'visibility': 16093, 'wind': {'speed': 6.93, 'deg': 340}, 'clouds': {'all': 75}, 'dt': 1529433300, 'sys': {'type': 1, 'id': 931, 'message': 0.0035, 'country': 'US', 'sunrise': 1529410064, 'sunset': 1529465445}, 'id': 5601827, 'name': 'Murphy', 'cod': 200}",70.54,53,75,6.93
maiduguri,"(12.230067988566617, 13.441984607818199)",12.230067988566617,13.441984607818199,"{'coord': {'lon': 13.44, 'lat': 12.23}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 85.92, 'pressure': 985.48, 'humidity': 58, 'temp_min': 85.92, 'temp_max': 85.92, 'sea_level': 1019.78, 'grnd_level': 985.48}, 'wind': {'speed': 8.75, 'deg': 264.004}, 'clouds': {'all': 88}, 'dt': 1529434676, 'sys': {'message': 0.0038, 'country': 'NG', 'sunrise': 1529383344, 'sunset': 1529429587}, 'id': 2330719, 'name': 'Marte', 'cod': 200}",85.92,58,88,8.75
fort nelson,"(59.19532000954382, -122.12554167438921)",59.19532000954382,-122.12554167438921,"{'coord': {'lon': -122.13, 'lat': 59.2}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 84.2, 'pressure': 1015, 'humidity': 30, 'temp_min': 84.2, 'temp_max': 84.2}, 'visibility': 48279, 'wind': {'speed': 5.82, 'deg': 210}, 'clouds': {'all': 40}, 'dt': 1529431200, 'sys': {'type': 1, 'id': 3278, 'message': 0.004, 'country': 'CA', 'sunrise': 1529405574, 'sunset': 1529472443}, 'id': 5955902, 'name': 'Fort Nelson', 'cod': 200}",84.2,30,40,5.82
timra,"(62.9668006917955, 17.500412820759635)",62.9668006917955,17.500412820759635,"{'coord': {'lon': 17.5, 'lat': 62.97}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 64.4, 'pressure': 998, 'humidity': 42, 'temp_min': 64.4, 'temp_max': 64.4}, 'visibility': 10000, 'wind': {'speed': 9.17, 'deg': 220}, 'clouds': {'all': 0}, 'dt': 1529432400, 'sys': {'type': 1, 'id': 5405, 'message': 0.0033, 'country': 'SE', 'sunrise': 1529368970, 'sunset': 1529442019}, 'id': 2664292, 'name': 'Västernorrlands Län', 'cod': 200}",64.4,42,0,9.17
petauke,"(-15.246209143319149, 31.921481895943487)",-15.246209143319149,31.921481895943487,"{'coord': {'lon': 31.92, 'lat': -15.25}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 61.71, 'pressure': 922.82, 'humidity': 69, 'temp_min': 61.71, 'temp_max': 61.71, 'sea_level': 1030.03, 'grnd_level': 922.82}, 'wind': {'speed': 5.39, 'deg': 116.504}, 'clouds': {'all': 0}, 'dt': 1529434679, 'sys': {'message': 0.0038, 'country': 'MZ', 'sunrise': 1529381827, 'sunset': 1529422231}, 'id': 1085582, 'name': 'Aldeia Chivungo', 'cod': 200}",61.71,69,0,5.39
chapleau,"(47.91816559921685, -84.03904694070364)",47.91816559921685,-84.03904694070364,"{'coord': {'lon': -84.04, 'lat': 47.92}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 69.8, 'pressure': 1018, 'humidity': 37, 'temp_min': 68, 'temp_max': 71.6}, 'visibility': 24140, 'wind': {'speed': 3.36}, 'clouds': {'all': 20}, 'dt': 1529431200, 'sys': {'type': 1, 'id': 3637, 'message': 0.0033, 'country': 'CA', 'sunrise': 1529401002, 'sunset': 1529458727}, 'id': 6088005, 'name': 'Nicholson', 'cod': 200}",69.8,37,20,3.36
mandalgovi,"(43.47125531706581, 105.60584362174632)",43.47125531706581,105.60584362174632,"{'coord': {'lon': 105.61, 'lat': 43.47}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 56.22, 'pressure': 855.79, 'humidity': 34, 'temp_min': 56.22, 'temp_max': 56.22, 'sea_level': 1022.65, 'grnd_level': 855.79}, 'wind': {'speed': 8.19, 'deg': 116.504}, 'clouds': {'all': 20}, 'dt': 1529434680, 'sys': {'message': 0.0138, 'country': 'MN', 'sunrise': 1529356586, 'sunset': 1529412098}, 'id': 2032631, 'name': 'Baruunsuu', 'cod': 200}",56.22,34,20,8.19
elko,"(38.91432195641883, -115.84701222077909)",38.91432195641883,-115.84701222077909,"{'coord': {'lon': -115.85, 'lat': 38.91}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 67.74, 'pressure': 813.23, 'humidity': 26, 'temp_min': 67.74, 'temp_max': 67.74, 'sea_level': 1026.99, 'grnd_level': 813.23}, 'wind': {'speed': 4.27, 'deg': 323.504}, 'clouds': {'all': 0}, 'dt': 1529434681, 'sys': {'message': 0.003, 'country': 'US', 'sunrise': 1529410681, 'sunset': 1529464319}, 'id': 5514336, 'name': 'Vanderbilt (historical)', 'cod': 200}",67.74,26,0,4.27
tumannyy,"(69.5326657413838, 34.74644690999099)",69.5326657413838,34.74644690999099,"{'coord': {'lon': 34.75, 'lat': 69.53}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 49.74, 'pressure': 1008.42, 'humidity': 86, 'temp_min': 49.74, 'temp_max': 49.74, 'sea_level': 1008.47, 'grnd_level': 1008.42}, 'wind': {'speed': 10.65, 'deg': 57.0035}, 'clouds': {'all': 32}, 'dt': 1529434682, 'sys': {'message': 0.011, 'country': 'RU', 'sunrise': 0, 'sunset': 0}, 'id': 483379, 'name': 'Teriberka', 'cod': 200}",49.74,86,32,10.65
indianola,"(40.76394890113758, -93.19678244494283)",40.76394890113758,-93.19678244494283,"{'coord': {'lon': -93.2, 'lat': 40.76}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 71.62, 'pressure': 1014, 'humidity': 100, 'temp_min': 69.8, 'temp_max': 73.4}, 'visibility': 16093, 'wind': {'speed': 10.54, 'deg': 234.004}, 'clouds': {'all': 12}, 'dt': 1529433480, 'sys': {'type': 1, 'id': 853, 'message': 0.0049, 'country': 'US', 'sunrise': 1529404883, 'sunset': 1529459244}, 'id': 4852755, 'name': 'Corydon', 'cod': 200}",71.62,100,12,10.54
santa rosa,"(-27.950710281334658, -54.56140492015054)",-27.950710281334658,-54.56140492015054,"{'coord': {'lon': -54.56, 'lat': -27.95}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 74.22, 'pressure': 1005.67, 'humidity': 54, 'temp_min': 74.22, 'temp_max': 74.22, 'sea_level': 1034.81, 'grnd_level': 1005.67}, 'wind': {'speed': 8.41, 'deg': 4.50354}, 'clouds': {'all': 0}, 'dt': 1529434683, 'sys': {'message': 0.0392, 'country': 'BR', 'sunrise': 1529404122, 'sunset': 1529441452}, 'id': 3447631, 'name': 'Sete de Setembro', 'cod': 200}",74.22,54,0,8.41
goderich,"(4.455233232275816, -18.952100349774156)",4.455233232275816,-18.952100349774156,"{'coord': {'lon': -18.95, 'lat': 4.46}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 77.82, 'pressure': 1028.21, 'humidity': 100, 'temp_min': 77.82, 'temp_max': 77.82, 'sea_level': 1028.17, 'grnd_level': 1028.21}, 'wind': {'speed': 6.62, 'deg': 224.004}, 'rain': {'3h': 3.4775}, 'clouds': {'all': 92}, 'dt': 1529434684, 'sys': {'message': 0.0036, 'sunrise': 1529391953, 'sunset': 1529436527}, 'id': 0, 'name': '', 'cod': 200}",77.82,100,92,6.62
deputatskiy,"(66.49509202116778, 138.6311373583879)",66.49509202116778,138.6311373583879,"{'coord': {'lon': 138.63, 'lat': 66.5}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 43.17, 'pressure': 909.53, 'humidity': 84, 'temp_min': 43.17, 'temp_max': 43.17, 'sea_level': 1023.67, 'grnd_level': 909.53}, 'wind': {'speed': 2.04, 'deg': 96.5035}, 'clouds': {'all': 0}, 'dt': 1529434685, 'sys': {'message': 0.0043, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",43.17,84,0,2.04
punto fijo,"(11.890217536299232, -69.83023409236357)",11.890217536299232,-69.83023409236357,"{'coord': {'lon': -69.83, 'lat': 11.89}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 100.4, 'pressure': 1011, 'humidity': 35, 'temp_min': 100.4, 'temp_max': 100.4}, 'visibility': 10000, 'wind': {'speed': 24.74, 'deg': 87.0035}, 'clouds': {'all': 40}, 'dt': 1529431200, 'sys': {'type': 1, 'id': 4297, 'message': 0.0055, 'country': 'VE', 'sunrise': 1529403369, 'sunset': 1529449537}, 'id': 3626547, 'name': 'Tacuato', 'cod': 200}",100.4,35,40,24.74
mecca,"(20.174341385874513, 40.504686954146564)",20.174341385874513,40.504686954146564,"{'coord': {'lon': 40.5, 'lat': 20.17}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 84.57, 'pressure': 997.4, 'humidity': 58, 'temp_min': 84.57, 'temp_max': 84.57, 'sea_level': 1017.59, 'grnd_level': 997.4}, 'wind': {'speed': 2.15, 'deg': 315.004}, 'clouds': {'all': 0}, 'dt': 1529434686, 'sys': {'message': 0.0033, 'country': 'SA', 'sunrise': 1529375933, 'sunset': 1529424007}, 'id': 109118, 'name': 'Al Mindak', 'cod': 200}",84.57,58,0,2.15
sao felix do xingu,"(-7.100405233542517, -50.6665200835827)",-7.100405233542517,-50.6665200835827,"{'coord': {'lon': -50.67, 'lat': -7.1}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 85.2, 'pressure': 988.89, 'humidity': 49, 'temp_min': 85.2, 'temp_max': 85.2, 'sea_level': 1027.15, 'grnd_level': 988.89}, 'wind': {'speed': 5.06, 'deg': 85.5035}, 'clouds': {'all': 56}, 'dt': 1529434687, 'sys': {'message': 0.0038, 'country': 'BR', 'sunrise': 1529400774, 'sunset': 1529442934}, 'id': 6317872, 'name': 'Parauapebas', 'cod': 200}",85.2,49,56,5.06
moree,"(-28.726233140697865, 147.51136679155036)",-28.726233140697865,147.51136679155036,"{'coord': {'lon': 147.51, 'lat': -28.73}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 38.22, 'pressure': 1019.69, 'humidity': 87, 'temp_min': 38.22, 'temp_max': 38.22, 'sea_level': 1039.07, 'grnd_level': 1019.69}, 'wind': {'speed': 7.18, 'deg': 168.504}, 'clouds': {'all': 44}, 'dt': 1529434688, 'sys': {'message': 0.0045, 'country': 'AU', 'sunrise': 1529355723, 'sunset': 1529392844}, 'id': 2163675, 'name': 'Hebel', 'cod': 200}",38.22,87,44,7.18
amderma,"(71.03000100054524, 62.68070972772091)",71.03000100054524,62.68070972772091,"{'coord': {'lon': 62.68, 'lat': 71.03}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 32.55, 'pressure': 1025.77, 'humidity': 97, 'temp_min': 32.55, 'temp_max': 32.55, 'sea_level': 1025.85, 'grnd_level': 1025.77}, 'wind': {'speed': 19.93, 'deg': 51.5035}, 'clouds': {'all': 88}, 'dt': 1529434689, 'sys': {'message': 0.0035, 'country': 'RU', 'sunrise': 0, 'sunset': 0}, 'id': 1544819, 'name': 'Rudnik', 'cod': 200}",32.55,97,88,19.93
waitati,"(-46.16287243394217, 171.93733624078453)",-46.16287243394217,171.93733624078453,"{'coord': {'lon': 171.94, 'lat': -46.16}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 46.32, 'pressure': 1039.23, 'humidity': 100, 'temp_min': 46.32, 'temp_max': 46.32, 'sea_level': 1039.31, 'grnd_level': 1039.23}, 'wind': {'speed': 8.63, 'deg': 145.504}, 'clouds': {'all': 48}, 'dt': 1529434689, 'sys': {'message': 0.003, 'country': 'NZ', 'sunrise': 1529352903, 'sunset': 1529383934}, 'id': 6612109, 'name': 'Otago', 'cod': 200}",46.32,100,48,8.63
lebu,"(-33.762185059444306, -80.70201593220231)",-33.762185059444306,-80.70201593220231,"{'coord': {'lon': -80.7, 'lat': -33.76}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 60.9, 'pressure': 1035.42, 'humidity': 100, 'temp_min': 60.9, 'temp_max': 60.9, 'sea_level': 1035.58, 'grnd_level': 1035.42}, 'wind': {'speed': 2.15, 'deg': 238.004}, 'clouds': {'all': 48}, 'dt': 1529434690, 'sys': {'message': 0.0031, 'sunrise': 1529411228, 'sunset': 1529446896}, 'id': 0, 'name': '', 'cod': 200}",60.9,100,48,2.15
yulara,"(-27.25078648939555, 130.7608161143723)",-27.25078648939555,130.7608161143723,"{'coord': {'lon': 130.76, 'lat': -27.25}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 45.15, 'pressure': 965.38, 'humidity': 57, 'temp_min': 45.15, 'temp_max': 45.15, 'sea_level': 1040.32, 'grnd_level': 965.38}, 'wind': {'speed': 2.93, 'deg': 236.504}, 'clouds': {'all': 80}, 'dt': 1529434691, 'sys': {'message': 0.0219, 'sunrise': 1529359545, 'sunset': 1529397063}, 'id': 0, 'name': '', 'cod': 200}",45.15,57,80,2.93
salalah,"(16.3484657517416, 60.107229343445255)",16.3484657517416,60.107229343445255,"{'coord': {'lon': 60.11, 'lat': 16.35}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 82.77, 'pressure': 1019.69, 'humidity': 98, 'temp_min': 82.77, 'temp_max': 82.77, 'sea_level': 1019.78, 'grnd_level': 1019.69}, 'wind': {'speed': 24.4, 'deg': 234.504}, 'clouds': {'all': 0}, 'dt': 1529434692, 'sys': {'message': 0.0028, 'sunrise': 1529371677, 'sunset': 1529418849}, 'id': 0, 'name': '', 'cod': 200}",82.77,98,0,24.4
mayo,"(63.63267544884732, -138.37104321447194)",63.63267544884732,-138.37104321447194,"{'coord': {'lon': -138.37, 'lat': 63.63}, 'weather': [{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}], 'base': 'stations', 'main': {'temp': 68, 'pressure': 1012, 'humidity': 40, 'temp_min': 68, 'temp_max': 68}, 'visibility': 32186, 'wind': {'speed': 6.93, 'deg': 200}, 'clouds': {'all': 75}, 'dt': 1529431200, 'sys': {'type': 1, 'id': 3948, 'message': 0.0033, 'country': 'CA', 'sunrise': 1529405583, 'sunset': 1529480233}, 'id': 5923562, 'name': 'Clear Creek', 'cod': 200}",68.0,40,75,6.93
husavik,"(68.96867919596414, -14.714350009710643)",68.96867919596414,-14.714350009710643,"{'coord': {'lon': -14.71, 'lat': 68.97}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 38.31, 'pressure': 1015.15, 'humidity': 99, 'temp_min': 38.31, 'temp_max': 38.31, 'sea_level': 1015.15, 'grnd_level': 1015.15}, 'wind': {'speed': 22.06, 'deg': 342.004}, 'clouds': {'all': 88}, 'dt': 1529434693, 'sys': {'message': 0.0034, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",38.31,99,88,22.06
klaksvik,"(71.08842010031557, -4.690012727987522)",71.08842010031557,-4.690012727987522,"{'coord': {'lon': -4.69, 'lat': 71.09}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 41.91, 'pressure': 1007.45, 'humidity': 96, 'temp_min': 41.91, 'temp_max': 41.91, 'sea_level': 1007.53, 'grnd_level': 1007.45}, 'wind': {'speed': 11.1, 'deg': 25.5035}, 'rain': {'3h': 0.1325}, 'clouds': {'all': 88}, 'dt': 1529434694, 'sys': {'message': 0.0035, 'country': 'SJ', 'sunrise': 0, 'sunset': 0}, 'id': 7535941, 'name': 'Olonkinbyen', 'cod': 200}",41.91,96,88,11.1
warrington,"(27.905483783873265, -87.01322324743936)",27.905483783873265,-87.01322324743936,"{'coord': {'lon': -87.01, 'lat': 27.91}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 84.21, 'pressure': 1030.23, 'humidity': 97, 'temp_min': 84.21, 'temp_max': 84.21, 'sea_level': 1030.19, 'grnd_level': 1030.23}, 'wind': {'speed': 7.07, 'deg': 93.0035}, 'clouds': {'all': 0}, 'dt': 1529434695, 'sys': {'message': 0.0033, 'sunrise': 1529405534, 'sunset': 1529455620}, 'id': 0, 'name': '', 'cod': 200}",84.21,97,0,7.07
